stop_name,latitude,longitude,description
Άγ. Ιωάννης Πράτσικα,38.231856,21.735934,Εξυπηρετεί τις γραμμές:<br>301 Ζαρουχλέικα<br>302 Λεύκα
Θεοδοσίου,38.230728,21.735185,Εξυπηρετεί τις γραμμές:<br>301 Ζαρουχλέικα<br>302 Λεύκα
Ανδρονίκου,38.228295,21.733795,Εξυπηρετεί τις γραμμές:<br>301 Ζαρουχλέικα<br>302 Λεύκα
Αιδηψού,38.227098,21.733252,Εξυπηρετεί τις γραμμές:<br>301 Ζαρουχλέικα<br>302 Λεύκα
Κομνηνών,38.226074,21.731744,Εξυπηρετεί τις γραμμές:<br>301 Ζαρουχλέικα<br>302 Λεύκα
Καρπενησιώτου,38.223996,21.731098,Εξυπηρετεί τις γραμμές:<br>301 Ζαρουχλέικα<br>302 Λεύκα
Άγ. Χαράλαμπος,38.222362,21.730616,Εξυπηρετεί τις γραμμές:<br>301 Ζαρουχλέικα<br>302 Λεύκα
Θουκυδίδου,38.222326,21.732743,Εξυπηρετεί τις γραμμές:<br>301 Ζαρουχλέικα<br>302 Λεύκα
24ο Δημοτικο Σχολείο Πατρών,38.221294,21.735108,Εξυπηρετεί τις γραμμές:<br>301 Ζαρουχλέικα<br>302 Λεύκα
Ανθείας,38.220789,21.73717,Εξυπηρετεί τις γραμμές:<br>301 Ζαρουχλέικα<br>302 Λεύκα
Αφετηρία Ζαρουχλέικα,38.218488,21.736867,Εξυπηρετεί τις γραμμές:<br>301 Ζαρουχλέικα<br>302 Λεύκα
Βασιλόπουλος,38.21633,21.735387,Εξυπηρετεί τη γραμμή:<br>302 Λεύκα
Νεάπολη,38.215118,21.734036,Εξυπηρετεί τη γραμμή:<br>302 Λεύκα
Συνεταιρισμός Ταξί,38.212336,21.730797,Εξυπηρετεί τη γραμμή:<br>302 Λεύκα
Κουνινιώτη,38.209652,21.728851,Εξυπηρετεί τη γραμμή:<br>302 Λεύκα
Άγιος Σπυρίδωνας,38.208064,21.727422,Εξυπηρετεί τη γραμμή:<br>302 Λεύκα
22ο Δημοτικό Σχολείο Πατρών,38.205545,21.725439,Εξυπηρετεί τη γραμμή:<br>302 Λεύκα
Παπαθωμά,38.222837,21.730227,Εξυπηρετεί τη γραμμή:<br>303 Θερμοπυλών
Ιουλιανού,38.230132,21.73492,Εξυπηρετεί τη γραμμή:<br>303 Θερμοπυλών
Αγίας Τριάδας,38.235707,21.736964,Εξυπηρετεί τη γραμμή:<br>303 Θερμοπυλών
Parking Τροχαίας,38.261248,21.750992,Εξυπηρετεί τις γραμμές:<br>303 Θερμοπυλών<br>609 Κέντρο
Θεοδότου,38.262806,21.747475,Εξυπηρετεί τη γραμμή:<br>303 Θερμοπυλών
Τυρταίου,38.264513,21.748682,Εξυπηρετεί τη γραμμή:<br>303 Θερμοπυλών
Μ. Κύκκου,38.206819,21.723181,Εξυπηρετεί τη γραμμή:<br>303 Θερμοπυλών
Βυρσοδεψείο,38.207856,21.720817,Εξυπηρετεί τη γραμμή:<br>303 Θερμοπυλών
Pirelli,38.209454,21.717393,Εξυπηρετεί τη γραμμή:<br>303 Θερμοπυλών
Άγιος Γεώργιος,38.212011,21.718765,Εξυπηρετεί τη γραμμή:<br>303 Θερμοπυλών
Κέκροπος,38.210178,21.722002,Εξυπηρετεί τη γραμμή:<br>303 Θερμοπυλών
Εντελβάις,38.209045,21.725374,Εξυπηρετεί τη γραμμή:<br>303 Θερμοπυλών
Κολοκοτρώνη,38.247446,21.738748,Εξυπηρετεί τη γραμμή:<br>401 Αρόη
Α' ΔΟΥ Πατρών,38.247228,21.738266,Εξυπηρετεί τη γραμμή:<br>401 Αρόη
Αρχαίο Ωδείο,38.242891,21.73816,Εξυπηρετεί τη γραμμή:<br>401 Αρόη
ΙΚΑ,38.2408,21.743089,Εξυπηρετεί τη γραμμή:<br>401 Αρόη
4ο ΓΕΛ Πατρών,38.241705,21.74869,Εξυπηρετεί τη γραμμή:<br>401 Αρόη
Πλατεία Αρόης,38.2423,21.753489,Εξυπηρετεί τη γραμμή:<br>401 Αρόη
Συνταγματάρχη Ζήση,38.243482,21.757021,Εξυπηρετεί τη γραμμή:<br>401 Αρόη
Αγίου Στεφάνου,38.242983,21.758628,Εξυπηρετεί τη γραμμή:<br>401 Αρόη
Σαμακιά,38.241621,21.760357,Εξυπηρετεί τη γραμμή:<br>401 Αρόη
Διονύσου,38.240651,21.760164,Εξυπηρετεί τη γραμμή:<br>401 Αρόη
Τέρμα Αρόης,38.240104,21.761838,Εξυπηρετεί τις γραμμές:<br>401 Αρόη<br>402 Κέντρο
Ναυπάκτου,38.243764,21.752467,Εξυπηρετεί τη γραμμή:<br>402 Κέντρο
Παυλοπούλου,38.244645,21.75133,Εξυπηρετεί τη γραμμή:<br>402 Κέντρο
Άρτας,38.24341,21.749639,Εξυπηρετεί τη γραμμή:<br>402 Κέντρο
Μεσσάτιδος,38.242501,21.747796,Εξυπηρετεί τη γραμμή:<br>402 Κέντρο
Αφετηρία Όθωνος Αμαλίας & Καρόλου,38.252761,21.736821,Εξυπηρετεί τις γραμμές:<br>501 Τσουκαλέικα - Μονοδένδρι<br>502 Μιντιλόγλι<br>606 Προάστιο - Καστελλόκαμπος - Porto Rio<br>607 Βούντενη - Μπάλας<br>608 Άνω Καστρίτσι<br>801 Άνω Κάτω Οβρυά - Δεμένικα - Προφ. Ηλίας<br>803 Καλλιθέα - Θέα - Δεμένικα<br>901 Πανεπιστήμιο - Νοσοκομείο μέσω Έλληνος Στρατιώτου
ΟΣΕ,38.24973,21.735346,Εξυπηρετεί τις γραμμές:<br>501 Τσουκαλέικα - Μονοδένδρι<br>502 Μιντιλόγλι<br>606 Προάστιο - Καστελλόκαμπος - Porto Rio<br>607 Βούντενη - Μπάλας<br>608 Άνω Καστρίτσι<br>801 Άνω Κάτω Οβρυά - Δεμένικα - Προφ. Ηλίας<br>803 Καλλιθέα - Θέα - Δεμένικα<br>111 Parking Τερψιθέα<br>118 Λιμάνι - Port
Ερμού,38.247377,21.735202,Εξυπηρετεί τις γραμμές:<br>501 Τσουκαλέικα - Μονοδένδρι<br>502 Μιντιλόγλι<br>801 Άνω Κάτω Οβρυά - Δεμένικα - Προφ. Ηλίας<br>803 Καλλιθέα - Θέα - Δεμένικα
Ακτή Δυμαίων & Παπαφλέσσα,38.240889,21.726282,Εξυπηρετεί τις γραμμές:<br>501 Τσουκαλέικα - Μονοδένδρι<br>502 Μιντιλόγλι<br>118 Λιμάνι - Port
ΔΕΗ,38.238063,21.725668,Εξυπηρετεί τις γραμμές:<br>501 Τσουκαλέικα - Μονοδένδρι<br>502 Μιντιλόγλι<br>118 Λιμάνι - Port
Ακτή Δυμαίων & Β. Ηπείρου,38.233135,21.724673,Εξυπηρετεί τις γραμμές:<br>501 Τσουκαλέικα - Μονοδένδρι<br>502 Μιντιλόγλι<br>118 Λιμάνι - Port
ΔΕΥΑΠ,38.229295,21.723724,Εξυπηρετεί τις γραμμές:<br>501 Τσουκαλέικα - Μονοδένδρι<br>502 Μιντιλόγλι<br>118 Λιμάνι - Port
Πτωχοκομείο,38.226724,21.722776,Εξυπηρετεί τις γραμμές:<br>501 Τσουκαλέικα - Μονοδένδρι<br>502 Μιντιλόγλι<br>118 Λιμάνι - Port
Σφαγεία,38.221894,21.720644,Εξυπηρετεί τις γραμμές:<br>501 Τσουκαλέικα - Μονοδένδρι<br>502 Μιντιλόγλι<br>118 Λιμάνι - Port
NISSAN Σπηλιόπουλος,38.216347,21.718937,Εξυπηρετεί τις γραμμές:<br>501 Τσουκαλέικα - Μονοδένδρι<br>502 Μιντιλόγλι
Ποτάμι Γλαύκος,38.213976,21.717705,Εξυπηρετεί τις γραμμές:<br>501 Τσουκαλέικα - Μονοδένδρι<br>502 Μιντιλόγλι
Εργατικές Κατοικίες Ιτιές,38.211844,21.716586,Εξυπηρετεί τις γραμμές:<br>501 Τσουκαλέικα - Μονοδένδρι<br>502 Μιντιλόγλι
Λεύκα,38.21048,21.715131,Εξυπηρετεί τις γραμμές:<br>501 Τσουκαλέικα - Μονοδένδρι<br>502 Μιντιλόγλι
Κόκκινος Μύλος,38.207582,21.711448,Εξυπηρετεί τις γραμμές:<br>501 Τσουκαλέικα - Μονοδένδρι<br>502 Μιντιλόγλι
Μαραγκοπούλου,38.204806,21.709209,Εξυπηρετεί τις γραμμές:<br>501 Τσουκαλέικα - Μονοδένδρι<br>502 Μιντιλόγλι
Εύα,38.203391,21.706002,Εξυπηρετεί τις γραμμές:<br>501 Τσουκαλέικα - Μονοδένδρι<br>502 Μιντιλόγλι
Μπεκίρη,38.20233,21.702885,Εξυπηρετεί τις γραμμές:<br>501 Τσουκαλέικα - Μονοδένδρι<br>502 Μιντιλόγλι
ΠΙΚΠΑ,38.200373,21.700281,Εξυπηρετεί τις γραμμές:<br>501 Τσουκαλέικα - Μονοδένδρι<br>502 Μιντιλόγλι
Τζιλιάνου Σπύρου,38.198746,21.698139,Εξυπηρετεί τις γραμμές:<br>501 Τσουκαλέικα - Μονοδένδρι<br>502 Μιντιλόγλι
Ι.Ν. Παναγίας Παραλίας,38.196819,21.696556,Εξυπηρετεί τις γραμμές:<br>501 Τσουκαλέικα - Μονοδένδρι<br>502 Μιντιλόγλι
Δημαρχείο Παραλίας,38.194403,21.694494,Εξυπηρετεί τις γραμμές:<br>501 Τσουκαλέικα - Μονοδένδρι<br>502 Μιντιλόγλι
Γεφυράκι Τσαούση,38.193306,21.693078,Εξυπηρετεί τις γραμμές:<br>501 Τσουκαλέικα - Μονοδένδρι<br>502 Μιντιλόγλι
Ακταίον,38.191655,21.691451,Εξυπηρετεί τις γραμμές:<br>501 Τσουκαλέικα - Μονοδένδρι<br>502 Μιντιλόγλι
Τσαούση,38.190126,21.690453,Εξυπηρετεί τις γραμμές:<br>501 Τσουκαλέικα - Μονοδένδρι<br>502 Μιντιλόγλι
Φανάρι,38.185987,21.689154,Εξυπηρετεί τις γραμμές:<br>501 Τσουκαλέικα<br>502 Μιντιλόγλι
Κηπουργού,38.183815,21.688221,Εξυπηρετεί τις γραμμές:<br>501 Τσουκαλέικα<br>502 Μιντιλόγλι
Άγ. Κωνσταντίνος Ροϊτίκων,38.180385,21.68653,Εξυπηρετεί τη γραμμή:<br>501 Τσουκαλέικα
Εργοστάσιο Πλαστικών,38.177663,21.683647,Εξυπηρετεί τη γραμμή:<br>501 Τσουκαλέικα
Διασταύρωση Θρασ. Τσατσά,38.173743,21.680748,Εξυπηρετεί τη γραμμή:<br>501 Τσουκαλέικα
Διασταύρωση Σπηλιωτακόπουλου,38.170588,21.678335,Εξυπηρετεί τη γραμμή:<br>501 Τσουκαλέικα
Νεκροταφείο Βραχνεΐκων,38.168515,21.676456,Εξυπηρετεί τη γραμμή:<br>501 Τσουκαλέικα
Είσοδος Βραχνέικα,38.167426,21.675448,Εξυπηρετεί τη γραμμή:<br>501 Τσουκαλέικα
Οικονομοπούλου,38.165944,21.673457,Εξυπηρετεί τη γραμμή:<br>501 Τσουκαλέικα
Άγ. Βασίλειος Βραχνεΐκων,38.164009,21.67095,Εξυπηρετεί τη γραμμή:<br>501 Τσουκαλέικα
Κέντρο Βραχνέικα,38.162812,21.668524,Εξυπηρετεί τη γραμμή:<br>501 Τσουκαλέικα - Μονοδένδρι
Μπρούζος,38.161767,21.664687,Εξυπηρετεί τη γραμμή:<br>501 Τσουκαλέικα - Μονοδένδρι
Δρεσθενά,38.161361,21.6627,Εξυπηρετεί τη γραμμή:<br>501 Τσουκαλέικα - Μονοδένδρι
Παλιό Τέρμα,38.161406,21.659956,Εξυπηρετεί τη γραμμή:<br>501 Τσουκαλέικα - Μονοδένδρι
Παλιό Φυλάκιο ΟΣΕ,38.16136,21.657478,Εξυπηρετεί τη γραμμή:<br>501 Τσουκαλέικα - Μονοδένδρι
Καρτινός,38.160516,21.654961,Εξυπηρετεί τη γραμμή:<br>501 Τσουκαλέικα - Μονοδένδρι
Κάρλου,38.158615,21.650815,Εξυπηρετεί τη γραμμή:<br>501 Τσουκαλέικα - Μονοδένδρι
Άγ. Χαράλαμπος Τσουκαλέικα,38.156988,21.647286,Εξυπηρετεί τη γραμμή:<br>501 Τσουκαλέικα - Μονοδένδρι
Δημοτικό Σχολείο Τσουκαλέικα,38.156263,21.645524,Εξυπηρετεί τη γραμμή:<br>501 Τσουκαλέικα - Μονοδένδρι
Τσουκαλέικα,38.155317,21.64053,Εξυπηρετεί τη γραμμή:<br>501 Τσουκαλέικα - Μονοδένδρι
ΤΣ Τσουκαλέικα,38.154188,21.631332,Εξυπηρετεί τις γραμμές:<br>501 Τσουκαλέικα - Μονοδένδρι<br>503 Κέντρο
Παιδότοπος,38.187179,21.687522,Εξυπηρετεί τη γραμμή:<br>501 Μονοδένδρι - Τσουκαλέικα
Ροΐτικα,38.185995,21.682031,Εξυπηρετεί τη γραμμή:<br>501 Μονοδένδρι - Τσουκαλέικα
Πλατεία Ροΐτικα,38.185916,21.680248,Εξυπηρετεί τη γραμμή:<br>501 Μονοδένδρι - Τσουκαλέικα
Εξέδρα Ροΐτικα,38.183622,21.678133,Εξυπηρετεί τη γραμμή:<br>501 Μονοδένδρι - Τσουκαλέικα
Στροφή,38.181427,21.677495,Εξυπηρετεί τη γραμμή:<br>501 Μονοδένδρι - Τσουκαλέικα
Ψησταριά Τσατσά,38.178844,21.677633,Εξυπηρετεί τη γραμμή:<br>501 Μονοδένδρι - Τσουκαλέικα
Παλιό Δημοτικό,38.17677,21.677387,Εξυπηρετεί τη γραμμή:<br>501 Μονοδένδρι - Τσουκαλέικα
Οδός Τσατσά,38.175189,21.676865,Εξυπηρετεί τη γραμμή:<br>501 Μονοδένδρι - Τσουκαλέικα
Μαγαζιά Μονοδένδρι,38.173729,21.676189,Εξυπηρετεί τη γραμμή:<br>501 Μονοδένδρι - Τσουκαλέικα
Σπηλιωτακοπούλου,38.171727,21.675132,Εξυπηρετεί τη γραμμή:<br>501 Μονοδένδρι - Τσουκαλέικα
Βίλλα Γάλλου,38.169536,21.673623,Εξυπηρετεί τη γραμμή:<br>501 Μονοδένδρι - Τσουκαλέικα
Ι.Ν. Ευαγγελίστριας,38.166318,21.668429,Εξυπηρετεί τη γραμμή:<br>501 Μονοδένδρι - Τσουκαλέικα
Γραμμές ΟΣΕ,38.163856,21.669481,Εξυπηρετεί τη γραμμή:<br>501 Μονοδένδρι - Τσουκαλέικα
Ανεμόμυλος,38.155349,21.635485,Εξυπηρετεί τη γραμμή:<br>503 Κέντρο
Διασταύρωση Οδός Σκέντζου,38.16703,21.67504,Εξυπηρετεί τη γραμμή:<br>503 Κέντρο
Μουρτά,38.197325,21.696956,Εξυπηρετεί τη γραμμή:<br>503 Κέντρο
Διασταύρωση Οδός Λεύκας,38.210421,21.715134,Εξυπηρετεί τη γραμμή:<br>503 Κέντρο
ΑΒΕΞ,38.223887,21.721211,Εξυπηρετεί τη γραμμή:<br>503 Κέντρο
Ακτή Δυμαίων & Μαξίμου,38.234167,21.72506,Εξυπηρετεί τις γραμμές:<br>503 Κέντρο<br>118 Λιμάνι - Port
Γ' ΔΟΥ Πατρών,38.236763,21.725566,Εξυπηρετεί τις γραμμές:<br>503 Κέντρο<br>118 Λιμάνι - Port
Ι.Ν. Άγιος Ανδρέας,38.241344,21.726508,Εξυπηρετεί τις γραμμές:<br>503 Κέντρο<br>118 Λιμάνι - Port
Πλατεία Πίνδου,38.245237,21.730416,Εξυπηρετεί τις γραμμές:<br>503 Κέντρο<br>118 Λιμάνι - Port
Αγ. Διονύσιος - Επίκεντρο,38.253374,21.738361,Εξυπηρετεί τις γραμμές:<br>503 Κέντρο<br>609 Κέντρο<br>804 Κέντρο
FORD - Λαζανάς,38.202737,21.705996,Εξυπηρετεί τη γραμμή:<br>502 Μιντιλόγλι
Παλιουργιά,38.199619,21.708558,Εξυπηρετεί τη γραμμή:<br>502 Μιντιλόγλι
Εργατικές Κατοικίες 1,38.19347,21.712946,Εξυπηρετεί τη γραμμή:<br>502 Μιντιλόγλι
Εργατικές Κατοικίες 2,38.192746,21.713402,Εξυπηρετεί τη γραμμή:<br>502 Μιντιλόγλι
Στροφή Κάτω Οβρυά,38.188431,21.714237,Εξυπηρετεί τη γραμμή:<br>502 Μιντιλόγλι
Συνεργείο,38.188148,21.713478,Εξυπηρετεί τη γραμμή:<br>502 Μιντιλόγλι
Μάρβιν,38.187962,21.710509,Εξυπηρετεί τη γραμμή:<br>502 Μιντιλόγλι
Νεκροταφείο,38.187898,21.707939,Εξυπηρετεί τη γραμμή:<br>502 Μιντιλόγλι
Ιπποκράτους,38.187724,21.705706,Εξυπηρετεί τη γραμμή:<br>502 Μιντιλόγλι
ΤΣ Πλατεία Μιντιλογλίου,38.18396,21.701506,Εξυπηρετεί τις γραμμές:<br>502 Μιντιλόγλι<br>503 Κέντρο
Αγίου Κωνσταντίνου,38.182391,21.69008,Εξυπηρετεί τη γραμμή:<br>502 Μιντιλόγλι
Σχολείο,38.183818,21.696,Εξυπηρετεί τη γραμμή:<br>502 Μιντιλόγλι
Μιντιλόγλι,38.186266,21.701211,Εξυπηρετεί τη γραμμή:<br>502 Μιντιλόγλι
Καποδιστρίου,38.187955,21.710512,Εξυπηρετεί τις γραμμές:<br>503 Κέντρο<br>804 Κέντρο
Χατζηλιακόν,38.188137,21.713481,Εξυπηρετεί τις γραμμές:<br>503 Κέντρο<br>804 Κέντρο
Ford Λαζανάς,38.202718,21.706003,Εξυπηρετεί τη γραμμή:<br>503 Κέντρο
Αγίου Γεωργίου,38.186309,21.701425,Εξυπηρετεί τη γραμμή:<br>503 Κέντρο
Κουρδής,38.185158,21.698712,Εξυπηρετεί τη γραμμή:<br>503 Κέντρο
Καστάνη 2,38.185251,21.694346,Εξυπηρετεί τη γραμμή:<br>503 Κέντρο
Καστάνη 1,38.187844,21.691391,Εξυπηρετεί τη γραμμή:<br>503 Κέντρο
Αρέθα (προς Πανεπιστήμιο),38.266091,21.756736,Εξυπηρετεί τις γραμμές:<br>601 Πανεπιστήμιο - Νοσοκομείο<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο<br>604 Πανεπιστήμιο - Νοσοκομείο - Ρίο<br>606 Προάστιο - Καστελλόκαμπος - Porto Rio<br>608 Άνω Καστρίτσι
Αρέθα,38.266908,21.757542,Εξυπηρετεί τις γραμμές:<br>601 Πανεπιστήμιο - Νοσοκομείο<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο<br>604 Πανεπιστήμιο - Νοσοκομείο - Ρίο<br>606 Προάστιο - Καστελλόκαμπος - Porto Rio<br>608 Άνω Καστρίτσι
Intracom,38.269487,21.75826,Εξυπηρετεί τις γραμμές:<br>601 Πανεπιστήμιο - Νοσοκομείο<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο<br>604 Πανεπιστήμιο - Νοσοκομείο - Ρίο<br>606 Προάστιο - Καστελλόκαμπος - Porto Rio<br>608 Άνω Καστρίτσι
Κοτρώνι,38.270948,21.758728,Εξυπηρετεί τις γραμμές:<br>601 Πανεπιστήμιο - Νοσοκομείο<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο<br>604 Πανεπιστήμιο - Νοσοκομείο - Ρίο<br>606 Προάστιο - Καστελλόκαμπος - Porto Rio<br>608 Άνω Καστρίτσι
Μηχανική Καλλιέργεια 1,38.273072,21.76005,Εξυπηρετεί τις γραμμές:<br>601 Πανεπιστήμιο - Νοσοκομείο<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο<br>604 Πανεπιστήμιο - Νοσοκομείο - Ρίο<br>606 Προάστιο - Καστελλόκαμπος - Porto Rio<br>608 Άνω Καστρίτσι
Μηχανική Καλλιέργεια 2,38.275107,21.762553,Εξυπηρετεί τις γραμμές:<br>601 Πανεπιστήμιο - Νοσοκομείο<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο<br>604 Πανεπιστήμιο - Νοσοκομείο - Ρίο<br>606 Προάστιο - Καστελλόκαμπος - Porto Rio<br>608 Άνω Καστρίτσι
Κορυδαλλέως,38.276865,21.764608,Εξυπηρετεί τις γραμμές:<br>601 Πανεπιστήμιο - Νοσοκομείο<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο<br>604 Πανεπιστήμιο - Νοσοκομείο - Ρίο<br>606 Προάστιο - Καστελλόκαμπος - Porto Rio<br>608 Άνω Καστρίτσι
Ψησταριά,38.27789,21.765688,Εξυπηρετεί τις γραμμές:<br>601 Πανεπιστήμιο - Νοσοκομείο<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο<br>604 Πανεπιστήμιο - Νοσοκομείο - Ρίο<br>606 Προάστιο - Καστελλόκαμπος - Porto Rio<br>608 Άνω Καστρίτσι
Βησσαρίωνος,38.279123,21.767109,Εξυπηρετεί τις γραμμές:<br>601 Πανεπιστήμιο - Νοσοκομείο<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο<br>604 Πανεπιστήμιο - Νοσοκομείο - Ρίο<br>606 Προάστιο - Καστελλόκαμπος - Porto Rio<br>608 Άνω Καστρίτσι
Προάστιο,38.280428,21.768768,Εξυπηρετεί τις γραμμές:<br>601 Πανεπιστήμιο - Νοσοκομείο<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο<br>604 Πανεπιστήμιο - Νοσοκομείο - Ρίο<br>606 Προάστιο - Καστελλόκαμπος - Porto Rio<br>608 Άνω Καστρίτσι
Μανδρέκα,38.282293,21.771383,Εξυπηρετεί τις γραμμές:<br>601 Πανεπιστήμιο - Νοσοκομείο<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο<br>604 Πανεπιστήμιο - Νοσοκομείο - Ρίο<br>608 Άνω Καστρίτσι<br>901 Πανεπιστήμιο - Νοσοκομείο μέσω Έλλ. Στρατιώτου
Γήπεδο Τόφαλος,38.284483,21.772796,Εξυπηρετεί τις γραμμές:<br>601 Πανεπιστήμιο - Νοσοκομείο<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο<br>604 Πανεπιστήμιο - Νοσοκομείο - Ρίο<br>608 Άνω Καστρίτσι<br>901 Πανεπιστήμιο - Νοσοκομείο μέσω Έλληνος Στρατιώτου
Ποταμός Χάραδρος,38.286222,21.774768,Εξυπηρετεί τις γραμμές:<br>601 Πανεπιστήμιο - Νοσοκομείο<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο<br>604 Πανεπιστήμιο - Νοσοκομείο - Ρίο<br>901 Πανεπιστήμιο - Νοσοκομείο μέσω Έλληνος Στρατιώτου
Πρυτανεία Πανεπιστημίου Πατρών,38.286194,21.78604,Εξυπηρετεί τις γραμμές:<br>601 Πανεπιστήμιο - Νοσοκομείο<br>602 Express Πανεπιστήμιο - Νοσοκομείο<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο<br>604 Πανεπιστήμιο - Νοσοκομείο - Ρίο<br>901 Πανεπιστήμιο - Νοσοκομείο μέσω Έλληνος Στρατιώτου
Πολυτεχνείο,38.287956,21.786572,Εξυπηρετεί τις γραμμές:<br>601 Πανεπιστήμιο - Νοσοκομείο<br>602 Express Πανεπιστήμιο - Νοσοκομείο<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο<br>604 Πανεπιστήμιο - Νοσοκομείο - Ρίο<br>609 Κέντρο<br>610 Express Κέντρο<br>901 Πανεπιστήμιο - Νοσοκομείο μέσω Έλληνος Στρατιώτου<br>902 Κέντρο μέσω Έλληνος Στρατιώτου
Συνεδριακό Κέντρο,38.289796,21.784963,Εξυπηρετεί τις γραμμές:<br>601 Πανεπιστήμιο - Νοσοκομείο<br>602 Express Πανεπιστήμιο - Νοσοκομείο<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο<br>604 Πανεπιστήμιο - Νοσοκομείο - Ρίο<br>609 Κέντρο<br>610 Express Κέντρο<br>901 Πανεπιστήμιο - Νοσοκομείο μέσω Έλληνος Στρατιώτου<br>902 Κέντρο μέσω Έλληνος Στρατιώτου
Φυσικό,38.291717,21.787022,Εξυπηρετεί τις γραμμές:<br>601 Πανεπιστήμιο - Νοσοκομείο<br>602 Express Πανεπιστήμιο - Νοσοκομείο<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο<br>604 Πανεπιστήμιο - Νοσοκομείο - Ρίο<br>901 Πανεπιστήμιο - Νοσοκομείο μέσω Έλληνος Στρατιώτου
Γεωλογικό,38.293593,21.790318,Εξυπηρετεί τις γραμμές:<br>601 Πανεπιστήμιο - Νοσοκομείο<br>602 Express Πανεπιστήμιο - Νοσοκομείο<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο<br>604 Πανεπιστήμιο - Νοσοκομείο - Ρίο<br>901 Πανεπιστήμιο - Νοσοκομείο μέσω Έλληνος Στρατιώτου
Ιατρική,38.294478,21.791896,Εξυπηρετεί τις γραμμές:<br>601 Πανεπιστήμιο - Νοσοκομείο<br>602 Express Πανεπιστήμιο - Νοσοκομείο<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο<br>604 Πανεπιστήμιο - Νοσοκομείο - Ρίο<br>901 Πανεπιστήμιο - Νοσοκομείο μέσω Έλληνος Στρατιώτου
Στάση,38.312369,21.808466,Εξυπηρετεί τη γραμμή:<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Ρίο
Πλάτωνος,38.307989,21.80924,Εξυπηρετεί τη γραμμή:<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Ρίο
Καραϊσκάκη,38.306039,21.804782,Εξυπηρετεί τη γραμμή:<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Ρίο
Χανίων,38.30484,21.801976,Εξυπηρετεί τη γραμμή:<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Ρίο
Βερναδέικα,38.301513,21.79741,Εξυπηρετεί τη γραμμή:<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο
Παπανδρέου,38.309281,21.811589,Εξυπηρετεί τη γραμμή:<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο
Τσαπαλέικα,38.310232,21.813432,Εξυπηρετεί τη γραμμή:<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο
25ης Μαρτίου,38.311045,21.815075,Εξυπηρετεί τη γραμμή:<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο
Άγιος Βασίλειος,38.313396,21.816814,Εξυπηρετεί τη γραμμή:<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο
Γραμμές ΟΣΕ Άγ. Βασίλειος,38.314571,21.816398,Εξυπηρετεί τη γραμμή:<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο
Ρέζου,38.316372,21.815715,Εξυπηρετεί τη γραμμή:<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο
Εθνικής Αντιστάσεως,38.316088,21.812364,Εξυπηρετεί τη γραμμή:<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο
